71,62,78,86,52,80,112,87,91,72,82,99,82,69,587,292,303,359,688,580,367,337,611,339,475,253,432,516,230,225,273,636,500,255,250,520,267,393,154,350,0.182400003075599,0.0768000036478042,0.0768000036478042,0.0672000050544738,0.129600003361701,0.0576000027358531,0.182400003075599,0.307200014591217,0.0816000029444694,0.27360001206398,0.096000000834465,0.134400010108947,0.0768000036478042,0.19200000166893,0.612903237342834,0.161290317773818,0.193548381328582,0.193548381328582,0.451612889766693,0.161290317773818,0.225806444883346,0.25806450843811,0.193548381328582,0.25806450843811,0.322580635547637,0.25806450843811,0.25806450843811,0.419354826211929,80.21428571428571,0.1381714336041891,0.2834101319313043
79,97,73,64,69,66,78,87,89,81,81,85,64,69,661,343,562,392,515,319,375,401,591,457,483,262,535,582,246,489,328,446,253,297,314,502,376,402,177,471,0.148800000548362,0.196800008416175,0.196800008416175,0.0816000029444694,0.0912000015377998,0.0864000022411346,0.216000005602836,0.0864000022411346,0.0864000022411346,0.307200014591217,0.19200000166893,0.0912000015377998,0.27360001206398,0.120000004768371,0.322580635547637,0.129032254219055,0.25806450843811,0.225806444883346,0.290322571992874,0.225806444883346,0.290322571992874,0.161290317773818,0.161290317773818,0.322580635547637,0.193548381328582,0.225806444883346,0.193548381328582,0.25806450843811,77.28571428571429,0.15531429062996566,0.2327188870736525
88,93,89,65,78,87,71,61,57,66,99,116,77,93,443,254,529,2632,496,390,499,471,494,437,470,283,671,355,161,440,2567,418,303,428,410,437,371,371,167,594,0.096000000834465,0.110400006175041,0.096000000834465,0.10080000758171,0.096000000834465,0.0912000015377998,0.29280000925064,0.096000000834465,0.105600006878376,0.120000004768371,0.177600011229515,0.302400022745132,0.451200008392334,0.206400007009506,0.225806444883346,0.25806450843811,0.225806444883346,0.25806450843811,0.225806444883346,0.193548381328582,0.322580635547637,0.25806450843811,0.25806450843811,0.25806450843811,0.451612889766693,0.193548381328582,0.38709676265716497,0.25806450843811,81.42857142857143,0.1673142920647346,0.26958524542195406
89,79,71,74,81,94,97,88,81,89,57,89,83,60,397,310,321,545,477,363,402,434,445,461,451,237,528,308,231,250,471,396,269,305,346,364,372,394,148,445,0.10080000758171,0.216000005602836,0.168000012636184,0.120000004768371,0.307200014591217,0.10080000758171,0.331200003623962,0.096000000834465,0.096000000834465,0.10080000758171,0.0864000022411346,0.0912000015377998,0.120000004768371,0.110400006175041,0.290322571992874,0.225806444883346,0.354838699102401,0.290322571992874,0.354838699102401,0.25806450843811,0.322580635547637,0.225806444883346,0.25806450843811,0.25806450843811,0.193548381328582,0.161290317773818,0.25806450843811,0.25806450843811,80.85714285714286,0.14605714859706972,0.26497695062841636
88,65,72,83,98,64,70,93,74,84,90,91,88,70,453,299,365,386,501,359,363,405,380,400,549,245,592,365,234,293,303,403,295,293,312,306,316,459,154,504,0.163200005888938,0.120000004768371,0.115200005471706,0.182400003075599,0.187200009822845,0.096000000834465,0.0864000022411346,0.0768000036478042,0.220800012350082,0.110400006175041,0.220800012350082,0.124800004065036,0.326400011777877,0.115200005471706,0.225806444883346,0.290322571992874,0.322580635547637,0.193548381328582,0.225806444883346,0.25806450843811,0.193548381328582,0.161290317773818,0.193548381328582,0.322580635547637,0.290322571992874,0.25806450843811,0.25806450843811,0.25806450843811,80.71428571428571,0.15325714913862049,0.24654377145426556
98,106,92,81,62,84,79,70,71,90,87,77,72,129,420,294,426,538,482,388,487,419,663,383,463,225,944,322,188,334,457,420,304,408,349,592,293,376,148,872,0.35520002245903,0.129600003361701,0.249600008130073,0.35520002245903,0.225600004196167,0.072000004351139,0.096000000834465,0.163200005888938,0.0576000027358531,0.187200009822845,0.216000005602836,0.120000004768371,0.144000008702278,0.54720002412796,0.354838699102401,0.290322571992874,0.419354826211929,0.354838699102401,0.741935491561889,0.193548381328582,0.25806450843811,0.161290317773818,0.225806444883346,0.161290317773818,0.161290317773818,0.25806450843811,0.290322571992874,0.419354826211929,85.57142857142857,0.20845715196004905,0.3064516058989928
97,73,82,57,87,90,95,92,99,100,91,89,75,95,395,253,410,701,661,275,365,489,465,376,624,269,685,298,180,328,644,574,185,270,397,366,276,533,180,610,0.278400003910064,0.316800028085708,0.115200005471706,0.177600011229515,0.072000004351139,0.302400022745132,0.27360001206398,0.10080000758171,0.096000000834465,0.139200001955032,0.532800018787384,0.307200014591217,0.37440001964569,0.321600019931793,0.38709676265716497,0.290322571992874,0.322580635547637,0.354838699102401,0.193548381328582,0.290322571992874,0.290322571992874,0.161290317773818,0.193548381328582,0.25806450843811,0.419354826211929,0.25806450843811,0.25806450843811,0.225806444883346,87.28571428571429,0.24342858365603817,0.2788018350090294
91,82,109,64,71,63,113,95,72,65,66,100,65,70,475,280,389,451,479,343,387,426,506,400,507,257,418,384,198,280,387,408,280,274,331,434,335,441,157,353,0.120000004768371,0.307200014591217,0.244800016283988,0.096000000834465,0.0816000029444694,0.0768000036478042,0.105600006878376,0.10080000758171,0.288000017404556,0.0816000029444694,0.072000004351139,0.096000000834465,0.235200017690658,0.321600019931793,0.322580635547637,0.225806444883346,0.290322571992874,0.25806450843811,0.25806450843811,0.290322571992874,0.25806450843811,0.25806450843811,0.193548381328582,0.25806450843811,0.225806444883346,0.225806444883346,0.225806444883346,0.25806450843811,80.42857142857143,0.15908572290624864,0.2534562136445722
81,97,57,86,78,81,96,80,83,85,111,72,88,79,346,313,317,414,511,357,462,445,407,395,473,287,640,265,216,260,328,433,276,366,365,324,310,362,215,552,0.072000004351139,0.10080000758171,0.336000025272369,0.115200005471706,0.240000009536743,0.0816000029444694,0.230400010943412,0.0864000022411346,0.10080000758171,0.120000004768371,0.278400003910064,0.278400003910064,0.072000004351139,0.408000022172927,0.129032254219055,0.25806450843811,0.354838699102401,0.354838699102401,0.25806450843811,0.129032254219055,0.193548381328582,0.129032254219055,0.25806450843811,0.290322571992874,0.25806450843811,0.193548381328582,0.193548381328582,0.38709676265716497,83.85714285714286,0.18000000821692555,0.241935476660728
90,84,72,98,97,92,89,94,85,101,82,85,85,80,498,285,335,291,439,343,390,364,396,393,495,249,513,408,201,263,193,342,251,301,270,311,292,413,164,428,0.0912000015377998,0.139200001955032,0.254400014877319,0.163200005888938,0.345600008964538,0.35520002245903,0.350400030612945,0.096000000834465,0.10080000758171,0.240000009536743,0.345600008964538,0.110400006175041,0.249600008130073,0.124800004065036,0.25806450843811,0.290322571992874,0.451612889766693,0.419354826211929,0.290322571992874,0.322580635547637,0.290322571992874,0.25806450843811,0.225806444883346,0.25806450843811,0.290322571992874,0.193548381328582,0.290322571992874,0.290322571992874,88.14285714285714,0.21188572368451486,0.2949308667864115
