87,82,85,72,113,68,84,63,84,92,86,82,100,79,519,394,461,1227,862,591,387,417,1962,474,600,250,427,432,312,376,1155,749,523,303,354,1878,382,514,168,327,0.288000017404556,0.0816000029444694,0.115200005471706,0.259200006723403,0.105600006878376,0.0816000029444694,0.096000000834465,0.072000004351139,0.0912000015377998,0.115200005471706,0.0864000022411346,0.0912000015377998,0.0768000036478042,0.398400008678436,0.225806444883346,0.193548381328582,0.354838699102401,0.193548381328582,0.322580635547637,0.290322571992874,0.290322571992874,0.161290317773818,0.25806450843811,0.290322571992874,0.25806450843811,0.25806450843811,0.25806450843811,0.322580635547637,84.07142857142857,0.13988571933337604,0.2626728032316475
76,81,93,74,89,59,79,69,76,71,81,83,98,69,1322,390,523,1516,578,399,441,403,2544,403,586,268,436,1246,309,430,1442,489,340,362,334,2468,332,505,185,338,0.0912000015377998,0.096000000834465,0.0864000022411346,0.0768000036478042,0.105600006878376,0.288000017404556,0.10080000758171,0.0816000029444694,0.0912000015377998,0.0912000015377998,0.0816000029444694,0.0912000015377998,0.326400011777877,0.29280000925064,0.290322571992874,0.25806450843811,0.25806450843811,0.25806450843811,0.322580635547637,0.25806450843811,0.290322571992874,0.161290317773818,0.225806444883346,0.25806450843811,0.25806450843811,0.25806450843811,0.38709676265716497,0.290322571992874,78.42857142857143,0.13577143368976435,0.26958524542195417
88,101,97,73,96,98,109,80,83,100,89,85,84,71,1128,387,396,1008,546,318,470,499,976,424,547,252,380,1040,286,299,935,450,220,361,419,893,324,458,167,296,0.10080000758171,0.096000000834465,0.254400014877319,0.259200006723403,0.0912000015377998,0.268800020217895,0.249600008130073,0.0816000029444694,0.0912000015377998,0.096000000834465,0.216000005602836,0.0816000029444694,0.0624000020325183,0.268800020217895,0.25806450843811,0.25806450843811,0.225806444883346,0.25806450843811,0.225806444883346,0.25806450843811,0.25806450843811,0.225806444883346,0.25806450843811,0.290322571992874,0.193548381328582,0.161290317773818,0.225806444883346,0.322580635547637,89.57142857142857,0.15840000685836556,0.2442396240574968
87,97,134,93,61,74,114,79,73,81,81,84,83,61,585,392,400,721,547,330,469,470,1168,375,595,239,394,498,295,266,628,486,256,355,391,1095,294,514,155,311,0.0864000022411346,0.27360001206398,0.230400010943412,0.263999998569488,0.10080000758171,0.0816000029444694,0.096000000834465,0.0816000029444694,0.0912000015377998,0.096000000834465,0.182400003075599,0.0912000015377998,0.0768000036478042,0.115200005471706,0.290322571992874,0.129032254219055,0.193548381328582,0.25806450843811,0.290322571992874,0.25806450843811,0.25806450843811,0.193548381328582,0.225806444883346,0.290322571992874,0.193548381328582,0.25806450843811,0.225806444883346,0.354838699102401,85.85714285714286,0.13337143244487876,0.24423962405749686
66,85,101,78,85,62,79,76,92,99,81,107,77,70,483,320,373,1140,1042,359,475,442,1204,1133,693,275,462,417,235,272,1062,957,297,396,366,1112,1034,612,168,385,0.072000004351139,0.072000004351139,0.096000000834465,0.0672000050544738,0.115200005471706,0.0864000022411346,0.0768000036478042,0.0768000036478042,0.0768000036478042,0.0768000036478042,0.072000004351139,0.0912000015377998,0.072000004351139,0.124800004065036,0.193548381328582,0.193548381328582,0.290322571992874,0.25806450843811,0.322580635547637,0.225806444883346,0.225806444883346,0.129032254219055,0.193548381328582,0.25806450843811,0.25806450843811,0.25806450843811,0.25806450843811,0.419354826211929,82.71428571428571,0.08400000365717057,0.24884791885103447
90,76,108,86,88,74,105,100,100,71,83,88,101,64,456,373,516,1261,491,327,395,452,1130,324,579,245,395,366,297,408,1175,403,253,290,352,1030,253,496,157,294,0.0816000029444694,0.268800020217895,0.148800000548362,0.110400006175041,0.10080000758171,0.0816000029444694,0.072000004351139,0.0768000036478042,0.0816000029444694,0.220800012350082,0.297600001096725,0.0912000015377998,0.0768000036478042,0.110400006175041,0.25806450843811,0.290322571992874,0.38709676265716497,0.290322571992874,0.290322571992874,0.25806450843811,0.225806444883346,0.161290317773818,0.25806450843811,0.225806444883346,0.290322571992874,0.25806450843811,0.225806444883346,0.25806450843811,88.14285714285714,0.12994286258305796,0.26267280323164766
78,92,64,81,77,84,96,70,83,107,74,82,86,53,456,421,340,1234,480,376,478,450,1778,416,550,243,426,378,329,276,1153,403,292,382,380,1695,309,476,161,340,0.254400014877319,0.0816000029444694,0.105600006878376,0.0864000022411346,0.105600006878376,0.0816000029444694,0.120000004768371,0.288000017404556,0.0864000022411346,0.0672000050544738,0.0816000029444694,0.0864000022411346,0.129600003361701,0.110400006175041,0.25806450843811,0.290322571992874,0.290322571992874,0.290322571992874,0.322580635547637,0.25806450843811,0.322580635547637,0.193548381328582,0.225806444883346,0.193548381328582,0.25806450843811,0.25806450843811,0.38709676265716497,0.290322571992874,80.5,0.120342862925359,0.27419354021549175
74,85,100,73,78,82,103,96,92,74,73,72,91,87,490,400,415,1282,460,340,409,449,981,359,605,221,378,416,315,315,1209,382,258,306,353,889,285,532,149,287,0.105600006878376,0.124800004065036,0.326400011777877,0.10080000758171,0.110400006175041,0.096000000834465,0.0864000022411346,0.288000017404556,0.0912000015377998,0.297600001096725,0.0912000015377998,0.0816000029444694,0.0816000029444694,0.153600007295608,0.322580635547637,0.25806450843811,0.322580635547637,0.290322571992874,0.290322571992874,0.25806450843811,0.25806450843811,0.129032254219055,0.193548381328582,0.354838699102401,0.290322571992874,0.25806450843811,0.25806450843811,0.38709676265716497,84.28571428571429,0.14537143387964765,0.2764976876122606
82,84,82,72,70,62,78,62,75,84,83,91,83,67,507,338,342,423,1173,307,425,459,744,361,643,258,390,425,254,260,351,1103,245,347,397,669,277,560,167,307,0.0768000036478042,0.0768000036478042,0.283200025558471,0.369600027799606,0.110400006175041,0.0912000015377998,0.0912000015377998,0.0816000029444694,0.0864000022411346,0.0816000029444694,0.072000004351139,0.0864000022411346,0.0864000022411346,0.120000004768371,0.225806444883346,0.225806444883346,0.25806450843811,0.322580635547637,0.25806450843811,0.225806444883346,0.25806450843811,0.129032254219055,0.225806444883346,0.25806450843811,0.225806444883346,0.290322571992874,0.25806450843811,0.322580635547637,76.78571428571429,0.12240000654544135,0.2488479188510345
80,89,98,90,87,83,104,97,109,98,90,89,92,70,772,332,602,715,521,355,432,472,841,396,661,269,442,692,243,504,625,434,272,328,375,732,298,571,180,350,0.0912000015377998,0.0768000036478042,0.37440001964569,0.105600006878376,0.0768000036478042,0.0912000015377998,0.120000004768371,0.278400003910064,0.249600008130073,0.312000006437301,0.134400010108947,0.206400007009506,0.0864000022411346,0.0912000015377998,0.290322571992874,0.225806444883346,0.290322571992874,0.290322571992874,0.225806444883346,0.225806444883346,0.419354826211929,0.25806450843811,0.193548381328582,0.25806450843811,0.290322571992874,0.51612901687622,0.290322571992874,0.225806444883346,91.14285714285714,0.16388572007417648,0.28571427719933606
