UserId, DeviceId, SessionId, Key, DownTime, UpTime, Pressure, FingerArea, RawX, RawY, gravityX, gravityY, gravityZ, Hands, PasswordType, Repetition
300, KOT49H, 0, Del, 842275, 843243, 0.1632000058889389, 0.25806450843811035, 745.625, 1055.7576, 4.1169796, 4.1115923, 7.8939824, 1, 0, 0
300, KOT49H, 0, k, 846137, 846231, 0.1584000140428543, 0.25806450843811035, 633.75, 955.7576, 4.144962, 3.7813423, 8.042871, 1, 0, 0
300, KOT49H, 0, i, 846370, 846424, 0.1680000126361847, 0.29032257199287415, 580.625, 853.9394, 4.0249524, 3.7650318, 8.111256, 1, 0, 0
300, KOT49H, 0, c, 847002, 847087, 0.15360000729560852, 0.25806450843811035, 331.875, 1070.9092, 3.9236476, 3.8296752, 8.130559, 1, 0, 0
300, KOT49H, 0, s, 847307, 847381, 0.18240000307559967, 0.29032257199287415, 186.875, 952.1212, 3.7526119, 3.882647, 8.186075, 1, 0, 0
300, KOT49H, 0, i, 847964, 848057, 0.1632000058889389, 0.32258063554763794, 582.5, 846.0606, 3.9812582, 4.134038, 7.951593, 1, 0, 0
300, KOT49H, 0, k, 848307, 848368, 0.15360000729560852, 0.32258063554763794, 645.0, 960.0, 3.9755719, 4.1181765, 7.962666, 1, 0, 0
300, KOT49H, 0, u, 848546, 848630, 0.1632000058889389, 0.29032257199287415, 529.375, 870.9091, 3.918111, 4.167108, 7.9656587, 1, 0, 0
300, KOT49H, 0, t, 849036, 849130, 0.24480001628398895, 0.35483869910240173, 362.5, 869.09094, 3.7466264, 4.231153, 8.014141, 1, 0, 0
300, KOT49H, 0, y, 849233, 849285, 0.15360000729560852, 0.22580644488334656, 448.125, 864.24243, 3.6764464, 4.1636662, 8.081778, 1, 0, 0
300, KOT49H, 0, a, 849692, 849759, 0.10560000687837601, 0.22580644488334656, 98.125, 961.81824, 3.5202246, 4.1873093, 8.138939, 1, 0, 0
300, KOT49H, 0, t, 850324, 850424, 0.1584000140428543, 0.29032257199287415, 360.0, 878.1818, 3.5853171, 4.155287, 8.126968, 1, 0, 0
300, KOT49H, 0, a, 850722, 850813, 0.11520000547170639, 0.22580644488334656, 102.5, 971.5152, 3.5859156, 4.2580876, 8.073398, 1, 0, 0
300, KOT49H, 0, r, 851033, 851121, 0.1632000058889389, 0.25806450843811035, 307.5, 854.5455, 3.5673606, 4.2214265, 8.100632, 1, 0, 0
300, KOT49H, 0, k, 851458, 851533, 0.18240000307559967, 0.35483869910240173, 623.75, 960.6061, 3.5315971, 4.2073607, 8.123676, 1, 0, 0
300, KOT49H, 0, a, 851949, 852028, 0.13920000195503235, 0.29032257199287415, 98.125, 961.21216, 3.4690487, 4.1259575, 8.19206, 1, 0, 0
300, KOT49H, 0, k, 856326, 856406, 0.1680000126361847, 0.29032257199287415, 639.375, 949.697, 3.6020765, 4.170849, 8.111555, 1, 0, 1
300, KOT49H, 0, i, 856546, 856605, 0.1728000044822693, 0.29032257199287415, 586.25, 861.21216, 3.518878, 4.2160397, 8.124723, 1, 0, 1
300, KOT49H, 0, c, 857473, 857545, 0.18720000982284546, 0.4838709533214569, 334.375, 1054.5455, 3.442413, 4.0532336, 8.239495, 1, 0, 1
300, KOT49H, 0, s, 857792, 857848, 0.13440001010894775, 0.22580644488334656, 164.375, 951.5152, 3.43957, 4.2387843, 8.14672, 1, 0, 1
300, KOT49H, 0, i, 858314, 858375, 0.23040001094341278, 0.32258063554763794, 596.25, 866.6667, 3.492392, 4.4006925, 8.037784, 1, 0, 1
300, KOT49H, 0, k, 858683, 858754, 0.12000000476837158, 0.19354838132858276, 626.25, 941.81824, 3.4977791, 4.4026375, 8.034343, 1, 0, 1
