UserId, DeviceId, SessionId, Key, DownTime, UpTime, Pressure, FingerArea, RawX, RawY, gravityX, gravityY, gravityZ, Hands, PasswordType, Repetition
800, KOT49H, 0, k, 1999572, 1999667, 0.08640000224113464, 0.19354838132858276, 614.375, 962.42426, -0.15203181, 6.006154, 7.7506294, 1, 0, 0
800, KOT49H, 0, i, 1999818, 1999907, 0.17760001122951508, 0.35483869910240173, 586.25, 855.7576, -0.28820202, 6.115689, 7.6605477, 1, 0, 0
800, KOT49H, 0, c, 2000278, 2000359, 0.2208000123500824, 0.6451612710952759, 334.375, 1065.4546, -0.29553428, 5.8996124, 7.827842, 1, 0, 0
800, KOT49H, 0, s, 2000493, 2000614, 0.30720001459121704, 0.8387096524238586, 180.625, 974.5455, -0.002244564, 6.1361895, 7.649624, 1, 0, 0
800, KOT49H, 0, i, 2001043, 2001171, 0.15360000729560852, 0.29032257199287415, 595.625, 846.0606, -0.11312603, 6.1258645, 7.656956, 1, 0, 0
800, KOT49H, 0, k, 2001428, 2001537, 0.04800000041723251, 0.12903225421905518, 618.125, 970.9091, -0.11133038, 6.0836663, 7.6906247, 1, 0, 0
800, KOT49H, 0, u, 2001718, 2001826, 0.23040001094341278, 0.4838709533214569, 518.125, 867.8788, -0.24779987, 6.1955953, 7.5974007, 1, 0, 0
800, KOT49H, 0, t, 2002032, 2002156, 0.30240002274513245, 0.6129032373428345, 362.5, 892.1212, -0.4676175, 6.1501055, 7.624036, 1, 0, 0
800, KOT49H, 0, y, 2002316, 2002433, 0.20160001516342163, 0.29032257199287415, 438.125, 884.24243, -0.4007295, 6.171504, 7.6105685, 1, 0, 0
800, KOT49H, 0, a, 2002653, 2002795, 0.24960000813007355, 0.4516128897666931, 103.75, 953.3334, -0.067935474, 6.1568394, 7.632715, 1, 0, 0
800, KOT49H, 0, t, 2005041, 2005148, 0.1632000058889389, 0.25806450843811035, 364.375, 866.6667, -0.6087258, 6.308422, 7.4833765, 1, 0, 0
800, KOT49H, 0, a, 2005258, 2005368, 0.1728000044822693, 0.35483869910240173, 100.625, 947.87885, -0.58089316, 6.1893106, 7.584382, 1, 0, 0
800, KOT49H, 0, r, 2005448, 2005538, 0.2736000120639801, 0.4838709533214569, 296.875, 866.6667, -0.7885902, 6.2714615, 7.4977417, 1, 0, 0
800, KOT49H, 0, k, 2005900, 2006030, 0.09120000153779984, 0.32258063554763794, 618.125, 966.0606, -0.34805706, 6.1762924, 7.609222, 1, 0, 0
800, KOT49H, 0, a, 2006087, 2006177, 0.1680000126361847, 0.29032257199287415, 85.0, 956.36365, -0.27368718, 6.130054, 7.649624, 1, 0, 0
800, KOT49H, 0, k, 2018077, 2018182, 0.25920000672340393, 0.7096773982048035, 620.625, 958.7879, -0.2896984, 5.912182, 7.818565, 1, 0, 1
800, KOT49H, 0, i, 2018260, 2018364, 0.23520001769065857, 0.35483869910240173, 566.25, 850.30304, -0.30900165, 5.8384104, 7.873183, 1, 0, 1
800, KOT49H, 0, c, 2018627, 2018706, 0.2208000123500824, 0.4193548262119293, 334.375, 1078.788, -0.5199907, 5.647922, 7.9999256, 1, 0, 1
800, KOT49H, 0, s, 2018843, 2018948, 0.12960000336170197, 0.25806450843811035, 175.0, 962.42426, -0.07766192, 5.976825, 7.7744217, 1, 0, 1
800, KOT49H, 0, i, 2019161, 2019274, 0.11520000547170639, 0.25806450843811035, 586.25, 860.6061, -0.0899322, 5.9081416, 7.8264956, 1, 0, 1
800, KOT49H, 0, k, 2019789, 2019886, 0.12000000476837158, 0.29032257199287415, 617.5, 977.5758, -0.048033673, 5.8125234, 7.898172, 1, 0, 1
800, KOT49H, 0, u, 2020111, 2020187, 0.2208000123500824, 0.4516128897666931, 518.75, 867.27277, -0.1731307, 5.9012585, 7.830386, 1, 0, 1
800, KOT49H, 0, t, 2020457, 2020555, 0.30240002274513245, 1.0, 386.875, 887.8788, -0.46567222, 6.0841155, 7.6770077, 1, 0, 1
800, KOT49H, 0, y, 2020693, 2020799, 0.3264000117778778, 0.6129032373428345, 440.0, 881.81824, -0.39728785, 6.008698, 7.739856, 1, 0, 1
800, KOT49H, 0, a, 2020889, 2020998, 0.24000000953674316, 0.3870967626571655, 88.125, 955.7576, -0.26470894, 6.016928, 7.739257, 1, 0, 1
800, KOT49H, 0, t, 2021153, 2021277, 0.31200000643730164, 0.5483870506286621, 366.875, 883.03033, -0.54049104, 6.15654, 7.6140103, 1, 0, 1
800, KOT49H, 0, a, 2021319, 2021438, 0.29280000925064087, 0.4193548262119293, 91.25, 953.9394, -0.55680156, 5.9899936, 7.7444944, 1, 0, 1
800, KOT49H, 0, r, 2021510, 2021598, 0.35040003061294556, 0.5483870506286621, 295.0, 889.09094, -0.80460143, 6.039224, 7.68434, 1, 0, 1
800, KOT49H, 0, k, 2022105, 2022217, 0.019200000911951065, 0.19354838132858276, 619.375, 951.5152, -0.17642274, 5.895123, 7.8348756, 1, 0, 1
800, KOT49H, 0, a, 2022287, 2022393, 0.23520001769065857, 0.3870967626571655, 103.75, 949.09094, -0.02813187, 5.8351183, 7.881562, 1, 0, 1
800, KOT49H, 0, k, 2038528, 2038633, 0.15360000729560852, 0.35483869910240173, 626.25, 956.36365, -0.33638534, 5.8203044, 7.8853035, 1, 0, 2
800, KOT49H, 0, i, 2038706, 2038826, 0.2736000120639801, 0.4193548262119293, 589.375, 838.7879, -0.5647323, 5.898415, 7.813926, 1, 0, 2
800, KOT49H, 0, c, 2039133, 2039247, 0.13920000195503235, 0.35483869910240173, 336.25, 1061.2122, -0.49081135, 5.744588, 7.9325886, 1, 0, 2
800, KOT49H, 0, s, 2039340, 2039460, 0.23040001094341278, 0.3870967626571655, 183.125, 969.09094, -0.3203741, 5.790227, 7.908198, 1, 0, 2
800, KOT49H, 0, i, 2039604, 2039741, 0.18720000982284546, 0.32258063554763794, 586.25, 857.5758, -0.39743748, 5.740697, 7.940669, 1, 0, 2
800, KOT49H, 0, k, 2039871, 2039977, 0.12480000406503677, 0.35483869910240173, 613.75, 960.0, -0.36421794, 5.7237883, 7.954436, 1, 0, 2
800, KOT49H, 0, u, 2040091, 2040193, 0.24480001628398895, 0.4193548262119293, 517.5, 867.27277, -0.50876784, 5.816264, 7.879168, 1, 0, 2
