UserId, DeviceId, SessionId, Key, DownTime, UpTime, Pressure, FingerArea, RawX, RawY, gravityX, gravityY, gravityZ, Hands, PasswordType, Repetition
700, JWR66Y, 0, k, 637118, 637205, 0.09120000153779984, 0.25806450843811035, 642.5, 960.0, -0.14275427, 4.0740333, 8.919149, 1, 0, 0
700, JWR66Y, 0, i, 637421, 637499, 0.12480000406503677, 0.29032257199287415, 596.25, 843.6364, -0.10729016, 4.0066967, 8.949975, 1, 0, 0
700, JWR66Y, 0, c, 637864, 637935, 0.12000000476837158, 0.29032257199287415, 335.0, 1074.5455, -0.14649522, 4.0538325, 8.928277, 1, 0, 0
700, JWR66Y, 0, s, 638234, 638294, 0.13920000195503235, 0.29032257199287415, 180.625, 963.6364, -0.2463035, 4.052336, 8.926781, 1, 0, 0
700, JWR66Y, 0, i, 638752, 638849, 0.10560000687837601, 0.29032257199287415, 592.5, 853.3334, -0.21951836, 4.078223, 8.915708, 1, 0, 0
700, JWR66Y, 0, k, 639157, 639241, 0.10080000758171082, 0.32258063554763794, 643.125, 969.09094, -0.16968904, 4.040814, 8.933664, 1, 0, 0
700, JWR66Y, 0, u, 639570, 639676, 0.14880000054836273, 0.25806450843811035, 517.5, 863.03033, -0.22849663, 3.9770682, 8.961048, 1, 0, 0
700, JWR66Y, 0, t, 639909, 640004, 0.1104000061750412, 0.22580644488334656, 376.25, 874.5455, -0.2240075, 3.9634514, 8.967183, 1, 0, 0
700, JWR66Y, 0, y, 640204, 640283, 0.12000000476837158, 0.19354838132858276, 441.25, 866.0606, -0.20036475, 3.9609075, 8.968829, 1, 0, 0
700, JWR66Y, 0, a, 640607, 640692, 0.12960000336170197, 0.29032257199287415, 81.25, 967.27277, -0.76225394, 4.173393, 8.841338, 1, 0, 0
700, JWR66Y, 0, t, 641115, 641190, 0.12000000476837158, 0.22580644488334656, 361.875, 860.0, -0.678008, 4.1454105, 8.861389, 1, 0, 0
700, JWR66Y, 0, a, 641628, 641689, 0.12480000406503677, 0.29032257199287415, 84.375, 969.09094, -0.75462246, 4.160524, 8.848072, 1, 0, 0
700, JWR66Y, 0, r, 642056, 642142, 0.12480000406503677, 0.22580644488334656, 309.375, 863.03033, -0.59346277, 4.161721, 8.859743, 1, 0, 0
700, JWR66Y, 0, k, 642676, 642727, 0.10080000758171082, 0.25806450843811035, 626.25, 953.9394, -0.55201316, 4.2470145, 8.822035, 1, 0, 0
700, JWR66Y, 0, a, 643278, 643357, 0.12960000336170197, 0.25806450843811035, 105.625, 965.4546, -0.5919664, 4.1018662, 8.887876, 1, 0, 0
700, JWR66Y, 0, k, 691931, 692010, 0.11520000547170639, 0.25806450843811035, 629.375, 951.5152, -0.27727848, 4.1087494, 8.899996, 1, 0, 1
700, JWR66Y, 0, i, 692195, 692273, 0.12960000336170197, 0.29032257199287415, 598.75, 839.394, -0.2693477, 4.1293993, 8.890718, 1, 0, 1
700, JWR66Y, 0, c, 692848, 692934, 0.12480000406503677, 0.22580644488334656, 331.25, 1065.4546, -0.3875614, 4.1000705, 8.899846, 1, 0, 1
700, JWR66Y, 0, s, 693141, 693210, 0.14880000054836273, 0.32258063554763794, 180.625, 948.48486, -0.48123455, 4.0533834, 8.916606, 1, 0, 1
700, JWR66Y, 0, i, 693616, 693704, 0.12480000406503677, 0.29032257199287415, 600.0, 844.24243, -0.43873745, 4.193594, 8.853758, 1, 0, 1
700, JWR66Y, 0, k, 693963, 694039, 0.10560000687837601, 0.29032257199287415, 640.0, 966.6667, -0.43918636, 4.118476, 8.889072, 1, 0, 1
700, JWR66Y, 0, u, 694273, 694368, 0.13440001010894775, 0.25806450843811035, 525.625, 875.7576, -0.47135845, 4.095581, 8.897901, 1, 0, 1
700, JWR66Y, 0, t, 695126, 695204, 0.12960000336170197, 0.25806450843811035, 370.625, 856.9697, -0.41135377, 4.0813656, 8.907329, 1, 0, 1
700, JWR66Y, 0, y, 695480, 695540, 0.12480000406503677, 0.32258063554763794, 450.0, 866.6667, -0.38187516, 4.025551, 8.9341135, 1, 0, 1
700, JWR66Y, 0, a, 695993, 696061, 0.11520000547170639, 0.22580644488334656, 118.75, 978.7879, -0.84021515, 4.266168, 8.789863, 1, 0, 1
700, JWR66Y, 0, t, 696417, 696502, 0.11520000547170639, 0.19354838132858276, 383.75, 852.7273, -0.8358757, 4.2387843, 8.803479, 1, 0, 1
700, JWR66Y, 0, a, 696831, 696909, 0.12960000336170197, 0.25806450843811035, 106.25, 963.03033, -0.95274264, 4.371363, 8.726417, 1, 0, 1
700, JWR66Y, 0, r, 697201, 697279, 0.12960000336170197, 0.25806450843811035, 293.75, 854.5455, -0.8439561, 4.267066, 8.789114, 1, 0, 1
700, JWR66Y, 0, k, 697767, 697854, 0.10560000687837601, 0.29032257199287415, 640.0, 963.6364, -0.85802203, 4.3568487, 8.743625, 1, 0, 1
