UserId, DeviceId, SessionId, Key, DownTime, UpTime, Pressure, FingerArea, RawX, RawY, gravityX, gravityY, gravityZ, Hands, PasswordType, Repetition
100, KOT49H,0, k,6143583,6143715,0.120000005,0.225806445,638.75,938.1818,0.700304,6.1355906,7.617901,2,0,0
100, KOT49H,0, i,6143870,6143977,0.158400014,0.290322572,597.5,844.8485,0.64254385,6.307524,7.4812818,2,0,0
100, KOT49H,0, c,6144844,6144960,0.158400014,0.290322572,316.875,1052.7273,1.0616788,6.2515597,7.4805336,2,0,0
100, KOT49H,0, s,6145382,6145519,0.081600003,0.225806445,176.25,949.697,0.83138657,6.422147,7.364265,2,0,0
100, KOT49H,0, i,6145755,6145881,0.144000009,0.322580636,592.5,840.6061,0.6380547,6.406734,7.3968863,2,0,0
100, KOT49H,0, k,6146409,6146511,0.110400006,0.258064508,630,944.24243,0.6830957,6.5891423,7.230788,2,0,0
100, KOT49H,0, u,6146736,6146860,0.120000005,0.258064508,515.625,865.4546,0.40716392,6.740875,7.1107793,2,0,0
100, KOT49H,0, t,6147107,6147234,0.144000009,0.387096763,378.125,836.36365,-0.19183542,6.7966895,7.0664864,2,0,0
100, KOT49H,0, y,6147372,6147466,0.148800001,0.290322572,440.625,851.5152,0.084096335,6.548291,7.2993226,2,0,0
100, KOT49H,0, a,6147635,6147791,0.091200002,0.290322572,65,956.36365,0.207697,6.4814034,7.356334,2,0,0
100, KOT49H,0, t,6147966,6148082,0.144000009,0.290322572,351.25,854.5455,-0.33952773,6.442647,7.385514,2,0,0
100, KOT49H,0, a,6148115,6148279,0.177600011,0.193548381,58.125,939.394,-0.41689038,6.4416,7.3823714,2,0,0
100, KOT49H,0, r,6148347,6148457,0.182400003,0.354838699,298.75,832.1212,-0.60782796,6.499809,7.3178773,2,0,0
100, KOT49H,0, k,6148922,6149029,0.120000005,0.258064508,625.625,958.7879,0.5876269,6.0920463,7.662194,2,0,0
100, KOT49H,0, a,6149040,6149195,0.216000006,0.225806445,73.75,950.30304,0.6669348,6.0895023,7.657854,2,0,0
100, KOT49H,0, k,6158738,6158859,0.115200005,0.290322572,624.375,959.394,0.7496844,5.6521115,7.9786773,2,0,1
100, KOT49H,0, i,6159058,6159155,0.196800008,0.387096763,581.875,856.9697,0.9959879,5.795913,7.8475947,2,0,1
100, KOT49H,0, c,6159327,6159453,0.172800004,0.354838699,331.25,1056.3636,1.1480197,5.9407625,7.71741,2,0,1
100, KOT49H,0, s,6159630,6159793,0.129600003,0.322580636,186.25,944.8485,0.99509007,5.8776155,7.786692,2,0,1
100, KOT49H,0, i,6159931,6160046,0.158400014,0.354838699,581.875,849.697,0.50742114,5.976227,7.75856,2,0,1
100, KOT49H,0, k,6160449,6160582,0.081600003,0.258064508,629.375,958.1818,0.7908347,6.068553,7.6626425,2,0,1
100, KOT49H,0, u,6160888,6160997,0.196800008,0.322580636,512.5,867.8788,0.24465749,6.2657757,7.53979,2,0,1
100, KOT49H,0, t,6161226,6161333,0.216000006,0.354838699,349.375,844.24243,-0.049230773,6.448483,7.3880577,2,0,1
100, KOT49H,0, y,6161441,6161548,0.182400003,0.419354826,421.25,861.21216,-0.005835867,6.347328,7.475296,2,0,1
100, KOT49H,0, a,6161625,6161806,0.120000005,0.258064508,75.625,972.7273,0.04189853,6.2538047,7.553557,2,0,1
100, KOT49H,0, t,6161873,6161999,0.249600008,0.354838699,353.75,854.5455,-0.082899235,6.3009405,7.5139027,2,0,1
100, KOT49H,0, a,6162021,6162150,0.216000006,0.193548381,60,941.81824,-0.23762453,6.092196,7.681048,2,0,1
100, KOT49H,0, r,6162173,6162282,0.316800028,0.354838699,289.375,856.9697,-0.31498715,6.0761847,7.6907744,2,0,1
100, KOT49H,0, k,6162678,6162757,0.110400006,0.290322572,629.375,969.09094,0.44741645,5.978172,7.7608047,2,0,1
100, KOT49H,0, a,6162779,6162922,0.148800001,0.225806445,72.5,956.36365,0.6159084,5.612757,8.017882,2,0,1
100, KOT49H,0, k,6167693,6167807,0.153600007,0.354838699,613.125,947.27277,0.69940615,5.7860374,7.88665,2,0,2
100, KOT49H,0, i,6167927,6168040,0.192000002,0.354838699,567.5,850.9091,0.34012628,5.8381114,7.872135,2,0,2
100, KOT49H,0, c,6168370,6168468,0.201600015,0.419354826,333.125,1056.9697,0.9485528,6.113744,7.6086235,2,0,2
100, KOT49H,0, s,6168732,6168865,0.100800008,0.193548381,140.625,938.7879,0.7104794,5.9151745,7.789386,2,0,2
100, KOT49H,0, i,6169053,6169168,0.144000009,0.322580636,588.75,856.36365,0.56084174,5.7680807,7.911041,2,0,2
100, KOT49H,0, k,6169676,6169771,0.13440001,0.290322572,620.625,944.24243,0.8345289,5.8397574,7.833828,2,0,2
100, KOT49H,0, u,6169919,6170022,0.196800008,0.322580636,518.75,848.48486,0.27638066,5.9263973,7.8083897,2,0,2
100, KOT49H,0, t,6170233,6170294,0.168000013,0.387096763,360.625,835.7576,-0.11267712,6.1851206,7.609222,2,0,2
100, KOT49H,0, y,6170426,6170505,0.177600011,0.322580636,438.125,848.48486,0.037858315,6.06586,7.7052894,2,0,2
100, KOT49H,0, a,6170725,6170892,0.100800008,0.258064508,87.5,973.3334,0.33159694,5.813421,7.8906903,2,0,2
100, KOT49H,0, t,6171146,6171221,0.235200018,0.387096763,351.25,851.5152,-0.11522096,5.9843073,7.768137,2,0,2
100, KOT49H,0, a,6171232,6171381,0.441600025,0.258064508,76.875,932.7273,-0.05551555,5.9252005,7.813926,2,0,2
100, KOT49H,0, r,6171458,6171545,0.297600001,0.45161289,295.625,851.5152,-0.19288288,6.0027127,7.752425,2,0,2
100, KOT49H,0, k,6171917,6171998,0.129600003,0.258064508,635,953.3334,0.56428343,5.6717143,7.980024,2,0,2
100, KOT49H,0, a,6172009,6172156,0.244800016,0.193548381,80,948.48486,0.756867,5.6352024,7.99005,2,0,2
100, KOT49H,0, k,6177784,6177869,0.177600011,0.419354826,613.125,950.30304,0.69701195,5.321712,8.207473,2,0,3
100, KOT49H,0, i,6178009,6178105,0.225600004,0.45161289,580.625,855.7576,0.8286931,5.521777,8.061726,2,0,3
100, KOT49H,0, c,6178183,6178334,0.273600012,0.387096763,320.625,1063.0304,0.9341876,5.804443,7.8487916,2,0,3
100, KOT49H,0, s,6178458,6178635,0.139200002,0.290322572,171.25,946.6667,0.7767688,5.5419784,8.053047,2,0,3
100, KOT49H,0, i,6178702,6178843,0.172800004,0.322580636,593.75,849.09094,0.6892308,5.5163903,8.0784855,2,0,3
100, KOT49H,0, k,6178950,6179029,0.120000005,0.290322572,630.625,935.7576,0.7094319,5.434389,8.132205,2,0,3
100, KOT49H,0, u,6179177,6179262,0.24000001,0.387096763,523.125,860,0.502932,5.7597013,7.920917,2,0,3
100, KOT49H,0, t,6179423,6179512,0.254400015,0.354838699,366.25,856.36365,0.08619126,5.993435,7.7614036,2,0,3
100, KOT49H,0, y,6179599,6179714,0.263999999,0.45161289,421.25,849.697,0.007781155,5.8894367,7.8411603,2,0,3
100, KOT49H,0, a,6179726,6179868,0.283200026,0.225806445,76.875,955.7576,0.2570774,5.967398,7.777714,2,0,3
100, KOT49H,0, t,6180341,6180429,0.139200002,0.258064508,369.375,856.36365,-0.2662053,5.999271,7.752874,2,0,3
100, KOT49H,0, a,6180482,6180603,0.13440001,0.225806445,68.75,946.0606,-0.35823244,5.989844,7.7564654,2,0,3
100, KOT49H,0, r,6180638,6180729,0.26880002,0.387096763,293.75,840,-0.50787,6.0833673,7.674763,2,0,3
100, KOT49H,0, k,6181097,6181193,0.129600003,0.290322572,645.625,974.5455,0.45415014,5.481824,8.118588,2,0,3
