UserId, DeviceId, SessionId, Key, DownTime, UpTime, Pressure, FingerArea, RawX, RawY, gravityX, gravityY, gravityZ, Hands, PasswordType, Repetition
400, KOT49H, 0, k, 792875, 792999, 0.14880000054836273, 0.32258063554763794, 642.5, 956.9697, -1.3349171, 3.1376014, 9.194633, 1, 0, 0
400, KOT49H, 0, i, 793142, 793272, 0.14880000054836273, 0.32258063554763794, 614.375, 860.6061, -1.6928502, 3.4159272, 9.035119, 1, 0, 0
400, KOT49H, 0, c, 793716, 793835, 0.21120001375675201, 0.32258063554763794, 333.75, 1058.788, -2.2061071, 3.0846295, 9.043648, 1, 0, 0
400, KOT49H, 0, s, 794098, 794272, 0.20640000700950623, 0.4193548262119293, 190.0, 944.24243, -2.554613, 3.5393784, 8.781632, 1, 0, 0
400, KOT49H, 0, i, 794700, 794829, 0.1728000044822693, 0.35483869910240173, 616.25, 850.30304, -1.9276316, 3.664176, 8.889671, 1, 0, 0
400, KOT49H, 0, k, 795178, 795319, 0.1632000058889389, 0.25806450843811035, 635.0, 959.394, -1.8587984, 3.6050692, 8.928427, 1, 0, 0
400, KOT49H, 0, u, 795501, 795634, 0.1728000044822693, 0.35483869910240173, 535.625, 853.3334, -2.0769699, 3.766977, 8.8127575, 1, 0, 0
400, KOT49H, 0, t, 795929, 796075, 0.14400000870227814, 0.32258063554763794, 368.125, 866.0606, -2.3931541, 3.8745666, 8.684967, 1, 0, 0
400, KOT49H, 0, y, 796188, 796328, 0.17760001122951508, 0.3870967626571655, 447.5, 866.0606, -2.507627, 3.8905778, 8.645462, 1, 0, 0
400, KOT49H, 0, a, 796656, 796797, 0.20160001516342163, 0.4838709533214569, 100.625, 947.27277, -2.7759273, 3.9984665, 8.513332, 1, 0, 0
400, KOT49H, 0, t, 797554, 797673, 0.1728000044822693, 0.32258063554763794, 374.375, 852.7273, -2.5526679, 4.068048, 8.5499935, 1, 0, 0
400, KOT49H, 0, a, 798153, 798312, 0.19680000841617584, 0.35483869910240173, 98.125, 960.6061, -2.678962, 4.1575313, 8.467992, 1, 0, 0
400, KOT49H, 0, r, 798542, 798666, 0.20160001516342163, 0.35483869910240173, 287.5, 850.30304, -2.7296891, 4.206463, 8.42759, 1, 0, 0
400, KOT49H, 0, k, 799232, 799361, 0.1680000126361847, 0.32258063554763794, 646.25, 954.5455, -1.8968062, 3.8854902, 8.801834, 1, 0, 0
